round,Step,A1,A2,A3,A4,A5,A6,B1,B2,B3,B4,B5,B6
1,0,29.66423601,-15.02672017,9.744921428,-1.741218739e-06,5.398988911,0.0001648458018,30.01464845,-23.43551329,-6.998942311,-9.85645544e-05,29.69096376,-0.0015380908
1,1,29.65214624,-15.02672017,9.744921432,-1.741218739e-06,5.398988911,0.0001648458018,30.00241087,-23.4355133,-6.998942318,-9.85645544e-05,29.69096375,-0.001538079606
1,2,29.61614485,-15.02672014,9.744921442,-1.741218739e-06,5.398988911,0.0001648458018,29.96596934,-23.43551332,-6.998942339,-9.85645544e-05,29.69096373,-0.001538046273
1,3,29.55663372,-15.02672011,9.744921459,-1.741218739e-06,5.398988911,0.0001648458018,29.90573064,-23.43551334,-6.998942373,-9.85645544e-05,29.6909637,-0.001537991173
1,4,29.47401471,-15.02672005,9.744921482,-1.741218739e-06,5.398988911,0.0001648458018,29.82210156,-23.43551338,-6.998942421,-9.85645544e-05,29.69096365,-0.001537914678
1,5,29.36868971,-15.02671999,9.744921512,-1.741218739e-06,5.398988911,0.0001648458018,29.71548888,-23.43551343,-6.998942482,-9.85645544e-05,29.69096359,-0.001537817159
1,6,29.2410606,-15.0267199,9.744921548,-1.741218739e-06,5.398988911,0.0001648458018,29.58629941,-23.43551349,-6.998942556,-9.85645544e-05,29.69096351,-0.00153769899
1,7,29.09152924,-15.02671981,9.74492159,-1.741218739e-06,5.398988911,0.0001648458018,29.43493993,-23.43551356,-6.998942642,-9.85645544e-05,29.69096343,-0.001537560541
1,8,28.92049751,-15.0267197,9.744921638,-1.741218739e-06,5.398988911,0.0001648458018,29.26181722,-23.43551364,-6.998942741,-9.85645544e-05,29.69096333,-0.001537402186
1,9,28.7283673,-15.02671958,9.744921693,-1.741218739e-06,5.398988911,0.0001648458018,29.06733808,-23.43551373,-6.998942852,-9.85645544e-05,29.69096322,-0.001537224296
1,10,28.51554047,-15.02671944,9.744921753,-1.741218739e-06,5.398988911,0.0001648458018,28.85190929,-23.43551383,-6.998942975,-9.85645544e-05,29.69096309,-0.001537027244
1,11,28.28241891,-15.0267193,9.744921818,-1.741218739e-06,5.398988911,0.0001648458018,28.61593765,-23.43551393,-6.99894311,-9.85645544e-05,29.69096296,-0.001536811401
1,12,28.02940448,-15.02671913,9.74492189,-1.741218739e-06,5.398988911,0.0001648458018,28.35982994,-23.43551405,-6.998943257,-9.85645544e-05,29.69096281,-0.001536577139
1,13,27.75689907,-15.02671896,9.744921967,-1.741218739e-06,5.398988911,0.0001648458018,28.08399296,-23.43551418,-6.998943414,-9.85645544e-05,29.69096265,-0.001536324831
1,14,27.46530455,-15.02671878,9.744922049,-1.741218739e-06,5.398988911,0.0001648458018,27.78883348,-23.43551431,-6.998943583,-9.85645544e-05,29.69096249,-0.001536054849
1,15,27.15502279,-15.02671858,9.744922136,-1.741218739e-06,5.398988911,0.0001648458018,27.47475831,-23.43551446,-6.998943763,-9.85645544e-05,29.69096231,-0.001535767565
1,16,26.82645568,-15.02671837,9.744922229,-1.741218739e-06,5.398988911,0.0001648458018,27.14217424,-23.43551461,-6.998943953,-9.85645544e-05,29.69096212,-0.00153546335
1,17,26.48000508,-15.02671815,9.744922327,-1.741218739e-06,5.398988911,0.0001648458018,26.79148804,-23.43551477,-6.998944153,-9.85645544e-05,29.69096192,-0.001535142578
1,18,26.11607288,-15.02671792,9.74492243,-1.741218739e-06,5.398988911,0.0001648458018,26.42310651,-23.43551494,-6.998944364,-9.85645544e-05,29.6909617,-0.00153480562
1,19,25.73506095,-15.02671768,9.744922537,-1.741218739e-06,5.398988911,0.0001648458018,26.03743644,-23.43551511,-6.998944584,-9.85645544e-05,29.69096148,-0.001534452848
1,20,25.33737117,-15.02671742,9.744922649,-1.741218739e-06,5.398988911,0.0001648458018,25.63488461,-23.4355153,-6.998944815,-9.85645544e-05,29.69096125,-0.001534084634
1,21,24.92340541,-15.02671716,9.744922766,-1.741218739e-06,5.398988911,0.0001648458018,25.21585783,-23.43551549,-6.998945054,-9.85645544e-05,29.69096101,-0.00153370135
1,22,24.49356555,-15.02671689,9.744922887,-1.741218739e-06,5.398988911,0.0001648458018,24.78076287,-23.43551569,-6.998945303,-9.85645544e-05,29.69096077,-0.001533303369
1,23,24.04825346,-15.0267166,9.744923013,-1.741218739e-06,5.398988911,0.0001648458018,24.33000652,-23.43551589,-6.998945561,-9.85645544e-05,29.69096051,-0.001532891063
1,24,23.58787102,-15.02671631,9.744923143,-1.741218739e-06,5.398988911,0.0001648458018,23.86399558,-23.43551611,-6.998945827,-9.85645544e-05,29.69096024,-0.001532464803
