round,Step,A1,A2,A3,A4,A5,A6,B1,B2,B3,B4,B5,B6
1,0,-29.67224,-15.02696539,9.745189273,-1.741218739e-06,5.399538227,5.087865181e-08,-30.0262184,-23.43595275,-6.999491627,-6.465610994e-05,29.69089509,-0.0007141161908
1,1,-29.66014664,-15.0269654,9.745189273,-1.741218739e-06,5.39953822,5.087865181e-08,-30.01398373,-23.43595275,-6.999491627,-6.464920025e-05,29.6908951,-0.0007141049971
1,2,-29.62413455,-15.02696543,9.745189273,-1.741218739e-06,5.399538199,5.087865181e-08,-29.97755084,-23.43595277,-6.999491627,-6.462862428e-05,29.69089512,-0.0007140716641
1,3,-29.56460574,-15.02696549,9.745189273,-1.741218739e-06,5.399538165,5.087865181e-08,-29.91732643,-23.4359528,-6.999491627,-6.459461173e-05,29.69089516,-0.0007140165638
1,4,-29.48196219,-15.02696557,9.745189273,-1.741218739e-06,5.399538117,5.087865181e-08,-29.83371719,-23.43595284,-6.999491627,-6.454739228e-05,29.6908952,-0.0007139400683
1,5,-29.37660591,-15.02696567,9.745189273,-1.741218739e-06,5.399538056,5.087865181e-08,-29.72712981,-23.43595288,-6.999491627,-6.448719562e-05,29.69089526,-0.0007138425498
1,6,-29.24893888,-15.02696579,9.745189273,-1.741218739e-06,5.399537982,5.087865181e-08,-29.59797099,-23.43595294,-6.999491627,-6.441425143e-05,29.69089534,-0.0007137243803
1,7,-29.0993631,-15.02696593,9.745189273,-1.741218739e-06,5.399537896,5.087865181e-08,-29.44664741,-23.43595301,-6.999491627,-6.43287894e-05,29.69089542,-0.0007135859319
1,8,-28.92828057,-15.0269661,9.745189273,-1.741218739e-06,5.399537797,5.087865181e-08,-29.27356578,-23.43595309,-6.999491627,-6.423103921e-05,29.69089552,-0.0007134275767
1,9,-28.73609329,-15.02696628,9.745189273,-1.741218739e-06,5.399537686,5.087865181e-08,-29.07913278,-23.43595318,-6.999491627,-6.412123054e-05,29.69089564,-0.0007132496868
1,10,-28.52320324,-15.02696648,9.745189273,-1.741218739e-06,5.399537563,5.087865181e-08,-28.8637551,-23.43595328,-6.999491627,-6.399959309e-05,29.69089576,-0.0007130526343
1,11,-28.29001243,-15.02696671,9.745189273,-1.741218739e-06,5.399537428,5.087865181e-08,-28.62783944,-23.43595339,-6.999491627,-6.386635654e-05,29.69089589,-0.0007128367912
1,12,-28.03692285,-15.02696695,9.745189273,-1.741218739e-06,5.399537281,5.087865181e-08,-28.3717925,-23.4359535,-6.999491627,-6.372175057e-05,29.69089604,-0.0007126025297
1,13,-27.76433649,-15.02696721,9.745189273,-1.741218739e-06,5.399537124,5.087865181e-08,-28.09602096,-23.43595363,-6.999491627,-6.356600487e-05,29.6908962,-0.0007123502219
1,14,-27.47265535,-15.02696748,9.745189273,-1.741218739e-06,5.399536955,5.087865181e-08,-27.80093151,-23.43595377,-6.999491627,-6.339934912e-05,29.69089637,-0.0007120802397
1,15,-27.16228143,-15.02696778,9.745189273,-1.741218739e-06,5.399536775,5.087865181e-08,-27.48693086,-23.43595391,-6.999491627,-6.322201301e-05,29.69089655,-0.0007117929554
1,16,-26.83361672,-15.02696809,9.745189273,-1.741218739e-06,5.399536585,5.087865181e-08,-27.15442568,-23.43595406,-6.999491627,-6.303422622e-05,29.69089674,-0.0007114887411
1,17,-26.48706322,-15.02696842,9.745189273,-1.741218739e-06,5.399536385,5.087865181e-08,-26.80382268,-23.43595422,-6.999491627,-6.283621844e-05,29.69089694,-0.0007111679687
1,18,-26.12302291,-15.02696877,9.745189273,-1.741218739e-06,5.399536174,5.087865181e-08,-26.43552855,-23.43595439,-6.999491627,-6.262821936e-05,29.69089715,-0.0007108310104
1,19,-25.74189781,-15.02696914,9.745189273,-1.741218739e-06,5.399535954,5.087865181e-08,-26.04994998,-23.43595457,-6.999491627,-6.241045865e-05,29.69089737,-0.0007104782383
1,20,-25.34408989,-15.02696951,9.745189273,-1.741218739e-06,5.399535723,5.087865181e-08,-25.64749366,-23.43595475,-6.999491627,-6.218316601e-05,29.6908976,-0.0007101100245
1,21,-24.93000116,-15.02696991,9.745189273,-1.741218739e-06,5.399535484,5.087865181e-08,-25.22856629,-23.43595494,-6.999491627,-6.194657112e-05,29.69089784,-0.0007097267411
1,22,-24.50003362,-15.02697032,9.745189273,-1.741218739e-06,5.399535235,5.087865181e-08,-24.79357456,-23.43595514,-6.999491627,-6.170090366e-05,29.69089809,-0.0007093287601
1,23,-24.05458926,-15.02697074,9.745189273,-1.741218739e-06,5.399534977,5.087865181e-08,-24.34292516,-23.43595535,-6.999491627,-6.144639333e-05,29.69089834,-0.0007089164536
1,24,-23.59407006,-15.02697118,9.745189273,-1.741218739e-06,5.399534711,5.087865181e-08,-23.87702478,-23.43595556,-6.999491627,-6.11832698e-05,29.69089861,-0.0007084901938
