round,Step,A1,A2,A3,A4,A5,A6,B1,B2,B3,B4,B5,B6
1,0,-29.67361461,-15.02709743,9.745289715,-1.741218739e-06,5.399709889,5.087865181e-08,-30.01629637,-23.43611754,-6.999697621,-6.465610994e-05,29.69089509,-0.0004943896283
1,1,-29.66152118,-15.02709743,9.745289718,-1.741218739e-06,5.399709882,6.207235184e-08,-30.00406467,-23.43611755,-6.999697621,-6.464920025e-05,29.69089509,-0.0004943784346
1,2,-29.6255089,-15.02709744,9.745289728,-1.741218739e-06,5.399709861,9.54053921e-08,-29.96764061,-23.43611756,-6.999697621,-6.462862428e-05,29.69089509,-0.0004943451016
1,3,-29.56597975,-15.02709746,9.745289745,-1.741218739e-06,5.399709826,1.505056828e-07,-29.9074308,-23.43611759,-6.999697621,-6.459461173e-05,29.69089509,-0.0004942900013
1,4,-29.48333573,-15.02709749,9.745289768,-1.741218739e-06,5.399709779,2.270011343e-07,-29.82384184,-23.43611763,-6.999697621,-6.454739228e-05,29.69089509,-0.0004942135058
1,5,-29.37797885,-15.02709752,9.745289798,-1.741218739e-06,5.399709718,3.245196567e-07,-29.7172803,-23.43611768,-6.999697621,-6.448719562e-05,29.69089509,-0.0004941159873
1,6,-29.2503111,-15.02709756,9.745289834,-1.741218739e-06,5.399709644,4.426891604e-07,-29.58815279,-23.43611774,-6.999697621,-6.441425143e-05,29.69089509,-0.0004939978178
1,7,-29.10073449,-15.02709761,9.745289876,-1.741218739e-06,5.399709557,5.811375555e-07,-29.4368659,-23.43611781,-6.999697621,-6.43287894e-05,29.69089509,-0.0004938593694
1,8,-28.92965099,-15.02709766,9.745289924,-1.741218739e-06,5.399709458,7.394927524e-07,-29.26382623,-23.43611789,-6.999697621,-6.423103921e-05,29.69089509,-0.0004937010142
1,9,-28.73746262,-15.02709772,9.745289979,-1.741218739e-06,5.399709347,9.173826612e-07,-29.06944037,-23.43611798,-6.999697621,-6.412123054e-05,29.69089509,-0.0004935231243
1,10,-28.52457138,-15.02709779,9.745290039,-1.741218739e-06,5.399709224,1.114435192e-06,-28.85411492,-23.43611807,-6.999697621,-6.399959309e-05,29.69089509,-0.0004933260718
1,11,-28.29137925,-15.02709786,9.745290105,-1.741218739e-06,5.399709089,1.330278256e-06,-28.61825646,-23.43611818,-6.999697621,-6.386635654e-05,29.69089509,-0.0004931102287
1,12,-28.03828824,-15.02709795,9.745290176,-1.741218739e-06,5.399708943,1.564539762e-06,-28.36227159,-23.4361183,-6.999697621,-6.372175057e-05,29.69089509,-0.0004928759672
1,13,-27.76570034,-15.02709803,9.745290253,-1.741218739e-06,5.399708785,1.816847621e-06,-28.08656691,-23.43611843,-6.999697621,-6.356600487e-05,29.69089509,-0.0004926236594
1,14,-27.47401756,-15.02709812,9.745290335,-1.741218739e-06,5.399708616,2.086829743e-06,-27.79154901,-23.43611856,-6.999697621,-6.339934912e-05,29.69089509,-0.0004923536772
1,15,-27.16364189,-15.02709822,9.745290423,-1.741218739e-06,5.399708437,2.374114039e-06,-27.47762449,-23.4361187,-6.999697621,-6.322201301e-05,29.69089509,-0.0004920663929
1,16,-26.83497532,-15.02709833,9.745290515,-1.741218739e-06,5.399708246,2.678328419e-06,-27.14519993,-23.43611886,-6.999697621,-6.303422622e-05,29.69089509,-0.0004917621786
1,17,-26.48841986,-15.02709844,9.745290613,-1.741218739e-06,5.399708046,2.999100792e-06,-26.79468193,-23.43611902,-6.999697621,-6.283621844e-05,29.69089509,-0.0004914414062
1,18,-26.1243775,-15.02709855,9.745290716,-1.741218739e-06,5.399707835,3.33605907e-06,-26.4264771,-23.43611919,-6.999697621,-6.262821936e-05,29.69089509,-0.0004911044479
1,19,-25.74325024,-15.02709867,9.745290823,-1.741218739e-06,5.399707615,3.688831162e-06,-26.04099201,-23.43611936,-6.999697621,-6.241045865e-05,29.69089509,-0.0004907516758
1,20,-25.34544009,-15.0270988,9.745290935,-1.741218739e-06,5.399707385,4.057044979e-06,-25.63863327,-23.43611955,-6.999697621,-6.218316601e-05,29.69089509,-0.000490383462
1,21,-24.93134902,-15.02709893,9.745291052,-1.741218739e-06,5.399707145,4.440328431e-06,-25.21980747,-23.43611974,-6.999697621,-6.194657112e-05,29.69089509,-0.0004900001786
1,22,-24.50137905,-15.02709907,9.745291174,-1.741218739e-06,5.399706896,4.838309428e-06,-24.7849212,-23.43611994,-6.999697621,-6.170090366e-05,29.69089509,-0.0004896021976
1,23,-24.05593217,-15.02709921,9.745291299,-1.741218739e-06,5.399706639,5.25061588e-06,-24.33438106,-23.43612014,-6.999697621,-6.144639333e-05,29.69089509,-0.0004891898911
1,24,-23.59541038,-15.02709936,9.745291429,-1.741218739e-06,5.399706372,5.676875698e-06,-23.86859364,-23.43612036,-6.999697621,-6.11832698e-05,29.69089509,-0.0004887636313
1,25,-23.12021568,-15.02709951,9.745291563,-1.741218739e-06,5.399706097,6.116716792e-06,-23.38796553,-23.43612058,-6.999697621,-6.091176275e-05,29.69089509,-0.0004883237902
1,26,-22.63075006,-15.02709966,9.745291701,-1.741218739e-06,5.399705814,6.569767073e-06,-22.89290334,-23.4361208,-6.999697621,-6.063210189e-05,29.69089509,-0.0004878707399
1,27,-22.12741552,-15.02709982,9.745291843,-1.741218739e-06,5.399705523,7.035654449e-06,-22.38381365,-23.43612103,-6.999697621,-6.034451688e-05,29.69089509,-0.0004874048526
1,28,-21.61061407,-15.02709999,9.745291989,-1.741218739e-06,5.399705224,7.514006833e-06,-21.86110305,-23.43612127,-6.999697621,-6.004923743e-05,29.69089509,-0.0004869265002
1,29,-21.08074768,-15.02710016,9.745292138,-1.741218739e-06,5.399704918,8.004452133e-06,-21.32517815,-23.43612152,-6.999697621,-5.97464932e-05,29.69089509,-0.0004864360549
1,30,-20.53821838,-15.02710033,9.745292291,-1.741218739e-06,5.399704604,8.50661826e-06,-20.77644554,-23.43612177,-6.999697621,-5.943651389e-05,29.69089509,-0.0004859338888
1,31,-19.98342814,-15.02710051,9.745292448,-1.741218739e-06,5.399704283,9.020133125e-06,-20.2153118,-23.43612203,-6.999697621,-5.911952918e-05,29.69089509,-0.0004854203739
1,32,-19.41677898,-15.02710069,9.745292608,-1.741218739e-06,5.399703955,9.544624638e-06,-19.64218354,-23.43612229,-6.999697621,-5.879576876e-05,29.69089509,-0.0004848958824
1,33,-18.83867288,-15.02710087,9.745292771,-1.741218739e-06,5.399703621,1.007972071e-05,-19.05746734,-23.43612256,-6.999697621,-5.846546231e-05,29.69089509,-0.0004843607863
