Step,A1,A2,A3,A4,A5,A6,B1,B2,B3,B4,B5,B6
0,-29.67372035,-21.46779834,15.86376154,-0.0004764594411,5.603849515,0.0004395040071,-30.01070021,-38.96391906,-6.948782877,-0.0002341983322,45.91296388,-0.0001647997846
1,-29.66162679,-21.46787195,15.86425084,-0.0004765008993,5.60343383,0.0004395599756,-29.99846939,-38.96391916,-6.948782912,-0.0002341983322,45.91296396,-0.0001647885909
2,-29.62561411,-21.46809116,15.86570792,-0.0004766243551,5.602195987,0.0004397266408,-29.96204796,-38.96391948,-6.948783016,-0.0002341983322,45.91296421,-0.0001647552578
3,-29.5660843,-21.4684535,15.8681165,-0.0004768284304,5.600149804,0.0004400021423,-29.90184249,-38.96392,-6.948783188,-0.0002341983322,45.91296463,-0.0001647001575
4,-29.48343938,-21.46895655,15.87146032,-0.0004771117471,5.597309099,0.0004403846195,-29.81825954,-38.96392073,-6.948783427,-0.0002341983322,45.9129652,-0.0001646236621
5,-29.37808134,-21.46959784,15.87572312,-0.0004774729271,5.593687689,0.0004408722121,-29.71170569,-38.96392166,-6.948783732,-0.0002341983322,45.91296593,-0.0001645261436
6,-29.25041219,-21.47037494,15.88088862,-0.0004779105922,5.589299392,0.0004414630597,-29.58258748,-38.96392278,-6.948784101,-0.0002341983322,45.91296682,-0.0001644079741
7,-29.10083393,-21.47128539,15.88694057,-0.0004784233644,5.584158027,0.0004421553016,-29.4313115,-38.96392409,-6.948784534,-0.0002341983322,45.91296786,-0.0001642695257
8,-28.92974856,-21.47232675,15.8938627,-0.0004790098655,5.57827741,0.0004429470776,-29.2582843,-38.9639256,-6.948785029,-0.0002341983322,45.91296904,-0.0001641111705
9,-28.73755808,-21.47349658,15.90163874,-0.0004796687175,5.57167136,0.0004438365272,-29.06391245,-38.96392729,-6.948785585,-0.0002341983322,45.91297038,-0.0001639332806
10,-28.52466449,-21.47479242,15.91025244,-0.0004803985422,5.564353694,0.0004448217898,-28.84860251,-38.96392916,-6.948786201,-0.0002341983322,45.91297186,-0.000163736228
11,-28.2914698,-21.47621183,15.91968751,-0.0004811979615,5.55633823,0.0004459010051,-28.61276105,-38.96393121,-6.948786875,-0.0002341983322,45.91297348,-0.000163520385
12,-28.03837601,-21.47775236,15.92992771,-0.0004820655974,5.547638787,0.0004470723127,-28.35679463,-38.96393344,-6.948787607,-0.0002341983322,45.91297523,-0.0001632861235
13,-27.76578512,-21.47941157,15.94095676,-0.0004830000716,5.53826918,0.000448333852,-28.08110982,-38.96393583,-6.948788396,-0.0002341983322,45.91297712,-0.0001630338156
14,-27.47409913,-21.481187,15.9527584,-0.0004840000061,5.52824323,0.0004496837626,-27.78611318,-38.9639384,-6.948789239,-0.0002341983322,45.91297915,-0.0001627638335
15,-27.16372005,-21.48307622,15.96531637,-0.0004850640227,5.517574752,0.0004511201841,-27.47221128,-38.96394113,-6.948790137,-0.0002341983322,45.9129813,-0.0001624765492
16,-26.83504987,-21.48507677,15.97861439,-0.0004861907435,5.506277566,0.000452641256,-27.13981068,-38.96394402,-6.948791088,-0.0002341983322,45.91298359,-0.0001621723348
17,-26.4884906,-21.48718621,15.99263621,-0.0004873787901,5.494365488,0.0004542451178,-26.78931795,-38.96394706,-6.94879209,-0.0002341983322,45.91298599,-0.0001618515624
18,-26.12444424,-21.48940209,16.00736556,-0.0004886267846,5.481852337,0.0004559299092,-26.42113964,-38.96395027,-6.948793143,-0.0002341983322,45.91298852,-0.0001615146042
19,-25.7433128,-21.49172196,16.02278617,-0.0004899333489,5.468751931,0.0004576937697,-26.03568234,-38.96395362,-6.948794246,-0.0002341983322,45.91299116,-0.0001611618321
20,-25.34549827,-21.49414338,16.03888178,-0.0004912971047,5.455078086,0.0004595348388,-25.6333526,-38.96395711,-6.948795396,-0.0002341983322,45.91299393,-0.0001607936183
21,-24.93140266,-21.4966639,16.05563613,-0.0004927166741,5.440844622,0.000461451256,-25.21455698,-38.96396076,-6.948796594,-0.0002341983322,45.9129968,-0.0001604103348
22,-24.50142796,-21.49928107,16.07303294,-0.0004941906788,5.426065355,0.000463441161,-24.77970205,-38.96396454,-6.948797838,-0.0002341983322,45.91299979,-0.0001600123538
23,-24.05597619,-21.50199245,16.09105596,-0.0004957177408,5.410754103,0.0004655026933,-24.32919438,-38.96396845,-6.948799126,-0.0002341983322,45.91300288,-0.0001596000474
24,-23.59544934,-21.50479558,16.10968892,-0.000497296482,5.394924685,0.0004676339924,-23.86344052,-38.9639725,-6.948800458,-0.0002341983322,45.91300608,-0.0001591737876
25,-23.12024942,-21.50768803,16.12891555,-0.0004989255243,5.378590918,0.0004698331978,-23.38284706,-38.96397668,-6.948801833,-0.0002341983322,45.91300937,-0.0001587339465
26,-22.63077842,-21.51066734,16.14871959,-0.0005006034894,5.36176662,0.0004720984492,-22.88782054,-38.96398099,-6.948803248,-0.0002341983322,45.91301277,-0.0001582808962
27,-22.12743835,-21.51373108,16.16908477,-0.0005023289995,5.344465608,0.0004744278861,-22.37876754,-38.96398541,-6.948804704,-0.0002341983322,45.91301627,-0.0001578150088
28,-21.61063122,-21.51687678,16.18999483,-0.0005041006762,5.326701701,0.000476819648,-21.85609461,-38.96398996,-6.948806199,-0.0002341983322,45.91301985,-0.0001573366564
